ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
594,20030804,20030816,20030811,18960,1,100,4,SO52056,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20030804,20030816,20030811,17976,1,100,8,SO52064,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030805,20030817,20030812,12247,1,6,9,SO52073,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030805,20030817,20030812,19713,1,100,1,SO52087,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030805,20030817,20030812,18935,1,100,4,SO52089,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030805,20030817,20030812,27415,1,19,6,SO52092,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030806,20030818,20030813,18775,1,100,1,SO52131,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030808,20030820,20030815,13508,1,100,7,SO52246,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030808,20030820,20030815,28456,1,100,7,SO52247,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20030808,20030820,20030815,15558,1,100,1,SO52265,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
475,20030810,20030822,20030817,13668,1,6,9,SO52330,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030810,20030822,20030817,23695,1,100,4,SO52342,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030810,20030822,20030817,27441,1,19,6,SO52346,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030811,20030823,20030818,19695,1,100,1,SO52384,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030812,20030824,20030819,18583,1,100,1,SO52432,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030812,20030824,20030819,18757,1,100,1,SO52433,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20030812,20030824,20030819,13060,1,100,4,SO52451,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20030813,20030825,20030820,18885,1,6,9,SO52475,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030813,20030825,20030820,21382,1,6,9,SO52476,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030813,20030825,20030820,27283,1,19,6,SO52495,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030813,20030825,20030820,27420,1,19,6,SO52498,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030814,20030826,20030821,18145,1,100,8,SO52548,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030815,20030827,20030822,11346,1,100,7,SO52577,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030815,20030827,20030822,15112,1,100,7,SO52596,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030815,20030827,20030822,19826,1,19,6,SO52598,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030815,20030827,20030822,12506,1,98,10,SO52599,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030816,20030828,20030823,21574,1,100,1,SO52632,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030816,20030828,20030823,16663,1,6,9,SO52660,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030816,20030828,20030823,19451,1,100,8,SO52665,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030817,20030829,20030824,28737,1,100,7,SO52702,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030818,20030830,20030825,19521,1,100,7,SO52752,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030818,20030830,20030825,19381,1,100,7,SO52769,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030819,20030831,20030826,11215,1,19,6,SO52778,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030819,20030831,20030826,23801,1,100,1,SO52794,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030819,20030831,20030826,27815,1,98,10,SO52813,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030820,20030901,20030827,11931,1,100,4,SO52852,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030821,20030902,20030828,16942,1,100,7,SO52892,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030821,20030902,20030828,24429,1,100,1,SO52896,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030821,20030902,20030828,16013,1,100,1,SO52904,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030822,20030903,20030829,19703,1,100,4,SO52937,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030822,20030903,20030829,13568,1,100,7,SO52943,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030822,20030903,20030829,12639,1,100,7,SO52952,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030824,20030905,20030831,11827,1,19,6,SO53033,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030825,20030906,20030901,16846,1,19,6,SO53099,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030826,20030907,20030902,11631,1,19,6,SO53148,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030826,20030907,20030902,28141,1,19,6,SO53151,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030826,20030907,20030902,20160,1,6,9,SO53175,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030829,20030910,20030905,20848,1,98,10,SO53297,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030829,20030910,20030905,16841,1,19,6,SO53310,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030829,20030910,20030905,26884,1,100,8,SO53329,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030830,20030911,20030906,19860,1,100,1,SO53369,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030830,20030911,20030906,13855,1,100,4,SO53389,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030831,20030912,20030907,11985,1,100,1,SO53402,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030903,20030915,20030910,14809,1,98,10,SO53748,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030903,20030915,20030910,13915,1,100,4,SO53758,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030904,20030916,20030911,13892,1,100,1,SO53821,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030906,20030918,20030913,12331,1,100,7,SO53907,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030907,20030919,20030914,27368,1,6,9,SO53926,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030907,20030919,20030914,28302,1,19,6,SO53943,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030907,20030919,20030914,17026,1,19,6,SO53963,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030907,20030919,20030914,14259,1,6,9,SO53966,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030908,20030920,20030915,12444,1,19,6,SO54000,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030908,20030920,20030915,15487,1,100,4,SO54003,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030908,20030920,20030915,15356,1,100,8,SO54007,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030908,20030920,20030915,25732,1,98,10,SO54035,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030909,20030921,20030916,20344,1,100,4,SO54057,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030909,20030921,20030916,18671,1,100,4,SO54060,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030909,20030921,20030916,14814,1,98,10,SO54070,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030909,20030921,20030916,14938,1,98,10,SO54071,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030912,20030924,20030919,22150,1,6,9,SO54198,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030912,20030924,20030919,16444,1,98,10,SO54204,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030912,20030924,20030919,19218,1,100,4,SO54220,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030914,20030926,20030921,19227,1,100,1,SO54338,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030914,20030926,20030921,16691,1,6,9,SO54361,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030915,20030927,20030922,12101,1,100,4,SO54380,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030916,20030928,20030923,26771,1,6,9,SO54435,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030917,20030929,20030924,18893,1,100,4,SO54489,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030917,20030929,20030924,20816,1,6,9,SO54516,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030917,20030929,20030924,21654,1,100,4,SO54521,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030918,20030930,20030925,12133,1,98,10,SO54528,6,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030918,20030930,20030925,18523,1,19,6,SO54555,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030918,20030930,20030925,16295,1,100,7,SO54561,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030918,20030930,20030925,13938,1,100,4,SO54572,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030919,20031001,20030926,18521,1,100,4,SO54621,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030919,20031001,20030926,18521,1,100,4,SO54621,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030919,20031001,20030926,18601,1,100,4,SO54622,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030919,20031001,20030926,12765,1,19,6,SO54640,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20030919,20031001,20030926,19021,1,100,1,SO54642,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
475,20030920,20031002,20030927,18391,1,19,6,SO54682,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030921,20031003,20030928,26472,1,100,4,SO54727,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030921,20031003,20030928,28444,1,100,7,SO54747,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030921,20031003,20030928,16701,1,6,9,SO54759,3,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030922,20031004,20030929,13550,1,100,7,SO54792,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030923,20031005,20030930,12635,1,100,7,SO54862,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030923,20031005,20030930,12335,1,98,10,SO54879,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030924,20031006,20031001,15352,1,100,8,SO54910,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030924,20031006,20031001,13906,1,100,1,SO54921,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030924,20031006,20031001,13986,1,100,4,SO54922,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030925,20031007,20031002,18681,1,100,4,SO54949,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030926,20031008,20031003,27758,1,19,6,SO54996,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030926,20031008,20031003,28475,1,100,7,SO55002,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030927,20031009,20031004,28462,1,100,7,SO55060,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030927,20031009,20031004,15107,1,100,7,SO55061,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030927,20031009,20031004,15353,1,98,10,SO55064,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030928,20031010,20031005,18807,1,100,4,SO55110,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030928,20031010,20031005,18836,1,100,1,SO55112,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030928,20031010,20031005,26972,1,100,7,SO55122,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030928,20031010,20031005,20339,1,100,4,SO55130,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20030929,20031011,20031006,11548,1,98,10,SO55141,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20030929,20031011,20031006,19896,1,100,1,SO55159,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030929,20031011,20031006,20014,1,100,4,SO55160,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20030929,20031011,20031006,13979,1,100,1,SO55173,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20030930,20031012,20031007,11215,1,19,6,SO55193,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031001,20031013,20031008,14061,1,6,9,SO55338,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031001,20031013,20031008,20062,1,100,8,SO55378,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031002,20031014,20031009,17743,1,98,10,SO55398,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031003,20031015,20031010,24905,1,6,9,SO55451,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031003,20031015,20031010,27350,1,6,9,SO55459,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031003,20031015,20031010,14104,1,100,4,SO55490,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031004,20031016,20031011,27437,1,19,6,SO55526,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20031005,20031017,20031012,19121,1,100,4,SO55595,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
594,20031005,20031017,20031012,19122,1,100,4,SO55596,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031006,20031018,20031013,26668,1,6,9,SO55619,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031006,20031018,20031013,21233,1,100,4,SO55630,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031006,20031018,20031013,15494,1,19,6,SO55633,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031006,20031018,20031013,18799,1,100,4,SO55634,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031007,20031019,20031014,14024,1,100,4,SO55720,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031008,20031020,20031015,22804,1,100,8,SO55778,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031008,20031020,20031015,19111,1,100,4,SO55790,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031009,20031021,20031016,20150,1,98,10,SO55823,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031009,20031021,20031016,14554,1,98,10,SO55845,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031009,20031021,20031016,14887,1,100,1,SO55854,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031011,20031023,20031018,20290,1,100,4,SO55939,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031011,20031023,20031018,19233,1,100,4,SO55941,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031013,20031025,20031020,15886,1,100,4,SO56055,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031014,20031026,20031021,19833,1,100,1,SO56086,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031015,20031027,20031022,18580,1,19,6,SO56185,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031016,20031028,20031023,27360,1,6,9,SO56192,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031016,20031028,20031023,18675,1,100,4,SO56201,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031018,20031030,20031025,20352,1,100,1,SO56292,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031018,20031030,20031025,18520,1,100,4,SO56294,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031018,20031030,20031025,20748,1,100,1,SO56295,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031019,20031031,20031026,27243,1,19,6,SO56353,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031019,20031031,20031026,14089,1,100,4,SO56363,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031020,20031101,20031027,22108,1,100,4,SO56398,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031020,20031101,20031027,13809,1,98,10,SO56409,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031021,20031102,20031028,20353,1,100,4,SO56453,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031021,20031102,20031028,20758,1,100,1,SO56454,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031022,20031103,20031029,18964,1,100,4,SO56506,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031022,20031103,20031029,12430,1,19,6,SO56507,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031023,20031104,20031030,12467,1,100,7,SO56578,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031024,20031105,20031031,19857,1,100,4,SO56618,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031024,20031105,20031031,19809,1,100,4,SO56620,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031024,20031105,20031031,18845,1,100,1,SO56622,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031024,20031105,20031031,14806,1,98,10,SO56627,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031025,20031106,20031101,14037,1,100,4,SO56680,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031026,20031107,20031102,28964,1,19,6,SO56721,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20031027,20031108,20031103,19504,1,100,7,SO56763,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
475,20031027,20031108,20031103,11709,1,19,6,SO56773,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031028,20031109,20031104,26432,1,6,9,SO56803,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031028,20031109,20031104,18853,1,100,1,SO56815,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031028,20031109,20031104,13914,1,100,4,SO56821,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031028,20031109,20031104,28725,1,100,7,SO56823,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031028,20031109,20031104,19518,1,100,8,SO56849,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031029,20031110,20031105,27358,1,6,9,SO56854,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031029,20031110,20031105,16012,1,19,6,SO56873,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20031029,20031110,20031105,15885,1,100,1,SO56894,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
475,20031030,20031111,20031106,11769,1,19,6,SO56925,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031030,20031111,20031106,20326,1,100,4,SO56926,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031030,20031111,20031106,19242,1,100,4,SO56927,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031031,20031112,20031107,17119,1,19,6,SO56972,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
